BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,n_luxation,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,first_lux_days_after_thr,DIRECTION,LUX_CR,LUX_01
5,0,90.2,36.0,1,5.0,2005,-1.0,3,0,3,4,0,49.0,10,27.7,0,-1.0,-1.0,0,0
7,0,10.44379538306413,38.153196524779034,1,5.0,2020,1.0,5,1,4,5,1,38.911503554203264,14,31.159194945133134,0,88.47099447123936,0.32350039491147375,1,1
5,0,46.398341354054516,39.26562141932089,1,5.746875716135823,2021,1.2531242838641772,5,1,6,4,1,48.0,26,22.255010312355846,0,21.03749140637013,0.0,0,1
10,1,11.1666666666667,24.9,1,5.0,2019,-1.0,6,3,2,4,0,40.0,17,20.8,0,-1.0,-1.0,1,0
5,0,137.73370470954472,40.588069061797306,1,5.803976979400898,2015,1.0,4,1,3,5,0,40.8039769794009,15,40.83749870936395,0,29.196023020599103,0.0,0,1
10,0,85.0333333333333,37.0,1,7.0,2017,-1.0,5,0,6,6,1,42.0,20,25.9,2,-1.0,-1.0,0,0
5,0,40.182701650282304,47.610725332548576,1,5.0,2009,2.0,4,0,3,4,0,44.610725332548576,15,25.01251288797334,0,8.395233185533966,0.0,0,1
6,1,42.1,18.0,0,5.0,2004,-1.0,3,3,1,4,0,45.0,15,31.3,0,-1.0,-1.0,0,0
3,1,7.932840802196149,27.858156793692984,1,5.4548944717393,2016,1.4548944717393004,5,3,2,4,0,44.7255276413035,15,30.31881004913074,0,100.5412663391284,0.4548944717393003,0,1
5,0,17.08188766615232,36.13932564498216,1,5.569662822491079,2015,1.430337177508921,5,0,6,5,1,35.0,15,29.249213839032116,0,17.848314112455395,0.0,1,1
2,1,27.8,24.3,1,6.0,2020,-1.0,6,3,2,4,0,43.0,12,17.7,0,-1.0,-1.0,0,0
5,1,81.8333333333333,31.4,1,5.0,2016,-1.0,5,0,4,5,1,40.0,16,27.7,0,-1.0,-1.0,0,0
10,0,28.5666666666667,40.0,1,6.0,2014,-1.0,4,1,3,4,0,45.0,11,31.3,0,-1.0,-1.0,0,0
3,0,9.371779016208025,46.95552459479938,1,5.174079234200104,2021,1.8259207657998966,4,1,3,4,1,46.95552459479938,30,24.80927731970036,0,36.129603828999485,0.0,0,1
5,1,77.6666666666667,31.5,1,5.0,2006,-1.0,3,0,3,4,0,46.0,14,31.3,0,-1.0,-1.0,0,0
5,0,10.3333333333333,26.5,1,5.0,2019,-1.0,6,0,4,4,1,44.0,20,19.2,0,-1.0,-1.0,0,0
11,1,109.733333333333,24.5,1,5.0,2021,-1.0,6,2,1,4,0,45.0,22,20.8,0,-1.0,-1.0,0,0
10,0,8.2,28.6,1,6.0,2018,-1.0,6,3,3,4,0,40.0,20,17.7,0,-1.0,-1.0,0,0
5,0,49.5,34.0,1,5.0,2021,-1.0,6,3,4,4,1,45.0,28,22.5,0,-1.0,-1.0,0,0
10,0,7.63333333333333,28.3,1,5.0,2014,2.0,4,0,3,4,0,43.0,16,31.3,0,36.0,0.0,1,1
12,0,86.84917933810578,28.04252062436083,1,5.0,2006,1.478739687819585,3,1,3,4,0,45.52126031218042,28,31.3,0,12.085041248721659,0.5212603121804149,0,1
10,1,8.056946368164159,35.35349044172346,1,5.479070063103351,2012,1.479070063103351,4,0,3,4,0,43.83256050482681,18,29.575347772827936,0,53.9581401262067,0.5209299368966488,1,1
7,1,8.36666666666667,42.0,1,6.0,2003,-1.0,3,1,3,5,0,43.0,26,25.9,0,-1.0,-1.0,0,0
5,0,68.4666666666667,36.0,1,5.0,2010,-1.0,4,1,3,4,0,44.0,9,35.3,0,-1.0,-1.0,0,0
11,0,52.0333333333333,24.0,1,5.0,2014,-1.0,4,3,2,4,0,43.0,23,25.9,0,-1.0,-1.0,0,0
12,0,7.96666666666667,31.0,1,7.0,2012,-1.0,4,0,3,4,0,40.0,16,31.3,0,-1.0,-1.0,0,0
1,0,6.960362120873586,31.158550706323574,1,5.0,2019,1.06841051168101,6,3,2,4,0,40.13682102336202,16,30.697987497207112,0,53.06841051168101,0.9315894883189899,1,1
7,0,10.0666666666667,48.6,1,5.0,2016,-1.0,5,1,6,5,1,43.0,10,27.7,2,-1.0,-1.0,1,0
12,0,81.84312976388662,31.389300074603316,1,5.21720909769121,2009,1.2172090976912107,3,0,3,4,0,44.91395451154395,15,34.12371826998574,0,15.954881879220896,0.7827909023087894,0,1
12,0,87.10022624465255,27.031854722166877,1,5.0,2006,1.3936290555666244,3,0,3,4,0,44.425483777733504,23,28.505233705476968,0,15.574516222266498,0.6063709444333756,0,1
5,1,7.93333333333333,27.0,1,5.0,2006,-1.0,3,0,2,4,0,47.0,14,24.2,0,-1.0,-1.0,0,0
3,0,98.22211220943774,27.886684663943146,1,5.0,2005,1.0,4,1,2,4,0,40.20742740438128,12,30.77913030820602,0,2585.7248066839534,0.0,0,1
5,1,50.3333333333333,26.0,1,5.0,2004,-1.0,3,0,3,4,0,44.0,8,31.3,0,-1.0,-1.0,0,0
5,0,21.5666666666667,45.0,1,6.0,2006,-1.0,3,0,3,4,0,49.0,15,14.6,0,-1.0,-1.0,0,0
3,0,10.499602038497269,38.32429859285139,1,4.2501492355635335,2018,1.2501492355635337,6,1,4,5,1,41.25074617781767,15,19.600238776901655,0,18.999403057745866,0.0,1,1
12,1,13.9666666666667,32.3,1,5.0,2018,-1.0,6,0,3,4,0,45.0,20,20.8,0,-1.0,-1.0,0,0
12,0,75.6783215491361,48.81935992212191,1,5.0,2006,1.0,3,0,3,4,0,47.651613326843496,20,31.3,0,18.95483998053048,0.17419333657825364,0,1
3,0,88.8666666666667,37.5,1,5.0,2020,-1.0,6,0,7,4,2,46.0,24,24.2,0,-1.0,-1.0,1,0
10,0,9.4,29.7,1,5.0,2016,-1.0,5,0,4,4,1,40.0,10,31.3,2,-1.0,-1.0,1,0
9,0,27.8,47.8,1,6.0,2021,-1.0,6,5,7,5,2,48.0,23,17.7,0,-1.0,-1.0,1,0
5,0,120.10273012937955,40.658940930855564,1,5.0,2015,1.650294185873454,4,1,3,5,0,47.80353023048145,28,33.398234884759276,0,17.644410468404374,0.0,0,1
12,1,41.1333333333333,30.6,1,6.0,2021,-1.0,6,0,4,4,1,45.0,20,22.5,1,-1.0,-1.0,0,0
11,1,46.0666666666667,20.6,1,5.0,2018,-1.0,6,3,2,4,0,47.0,28,24.2,2,-1.0,-1.0,0,0
6,0,33.6,23.1,1,5.0,2018,-1.0,6,3,2,4,0,43.0,25,20.8,0,-1.0,-1.0,0,0
5,0,72.9,41.0,1,6.0,2009,-1.0,4,0,3,3,0,43.0,9,22.5,1,-1.0,-1.0,1,0
12,0,86.84957028821898,28.04246826497067,1,5.0,2006,1.4787658675146655,3,0,3,4,0,45.52123413248533,12,31.3,0,12.084936529941338,0.5212341324853343,0,1
5,0,145.4,38.0,1,6.0,2010,-1.0,4,1,2,4,0,44.0,13,31.3,0,-1.0,-1.0,0,0
10,1,10.78687425025488,29.959455093080905,1,5.0,2016,1.5598443123088295,4,0,3,4,0,49.200778438455856,12,34.659065873852974,0,27.67953293692649,0.0,1,1
10,0,10.894249980158746,25.335882806919646,1,5.0,2014,1.1119609356398823,4,0,3,4,0,44.888039064360115,10,24.591863274739588,0,35.776078128720236,0.0,1,1
5,0,84.3333333333333,40.3,1,4.0,2015,-1.0,5,1,6,5,1,45.0,20,31.3,1,-1.0,-1.0,0,0
5,1,81.5333333333333,31.8,1,5.0,2015,-1.0,5,1,3,6,0,45.0,20,31.3,2,-1.0,-1.0,0,0
12,1,89.7333333333333,31.2,1,6.0,2020,-1.0,6,0,4,4,0,46.0,11,24.2,0,-1.0,-1.0,0,0
10,1,9.66666666666667,25.6,1,5.0,2015,-1.0,5,3,2,4,0,40.0,20,31.3,0,-1.0,-1.0,0,0
3,1,9.072733531413899,35.06177215897509,1,4.682804283234601,2019,1.6828042832346015,6,0,4,4,1,40.0,16,18.1757935751481,0,25.462434265876812,0.6828042832346014,1,1
5,0,14.172565324984518,26.03928954538943,1,4.256804545423539,2018,1.0,6,3,3,4,0,45.513609090847076,18,20.401952954593515,0,216.992311364241,0.0,0,1
7,1,12.7666666666667,55.9,1,5.0,2016,-1.0,5,1,5,5,0,47.0,15,46.7,2,-1.0,-1.0,0,0
9,0,10.235894716101033,32.0,1,4.0,2015,2.0,5,0,6,4,1,41.72160395076494,15,34.74320790152988,0,16.72160395076494,0.0,1,1
5,0,96.6333333333333,41.0,1,5.0,2004,-1.0,3,0,3,5,0,38.0,7,35.3,0,-1.0,-1.0,0,0
10,0,30.5,34.3,1,5.0,2018,-1.0,6,3,2,4,0,45.0,30,11.5,2,-1.0,-1.0,0,0
1,0,49.9333333333333,25.0,1,5.0,2000,-1.0,2,3,3,5,0,38.0,17,27.7,0,-1.0,-1.0,0,0
9,0,7.63333333333333,37.1,1,5.0,2014,-1.0,4,1,3,4,0,45.0,15,39.5,2,-1.0,-1.0,0,0
7,0,14.1,56.0,1,5.323004694835681,2011,1.0,4,1,6,4,1,40.0,15,39.5,0,1626.0,0.0,1,1
10,0,14.4666666666667,35.0,1,6.0,2020,-1.0,6,0,4,4,1,45.0,15,20.8,0,-1.0,-1.0,0,0
5,1,8.33333333333333,27.0,1,5.0,2007,-1.0,3,0,2,4,0,48.0,25,29.5,0,-1.0,-1.0,0,0
10,1,7.36666666666667,22.0,1,5.0,2011,-1.0,4,3,2,3,0,39.0,17,44.3,1,-1.0,-1.0,1,0
13,1,10.0666666666667,43.0,1,6.0,2020,-1.0,6,1,7,4,2,42.0,25,14.6,0,-1.0,-1.0,1,0
5,1,62.4,31.7,1,5.0,2016,-1.0,5,0,4,4,1,43.0,20,31.3,0,-1.0,-1.0,0,0
12,1,10.3333333333333,33.2,1,5.0,2020,-1.0,6,0,4,4,1,43.0,25,22.5,0,-1.0,-1.0,1,0
10,1,11.466428027228364,24.20137531676305,1,5.0,2012,2.0,4,3,2,4,0,45.00037679911316,24,35.30037679911316,0,27.000376799113162,0.0,1,1
10,0,9.131726565920678,33.38118102315913,1,4.587869069737229,2014,1.4121309302627716,4,0,3,4,1,37.93934534868614,16,32.94852372105109,0,32.47278558157663,0.0,1,1
10,1,12.117753138741376,25.330328196041442,1,5.365039954408967,2018,1.3650399544089669,4,3,2,4,0,40.0,12,25.477639840431383,0,24.365039954408967,0.36503995440896686,1,1
13,1,71.5666666666667,41.6,1,7.0,2017,-1.0,5,1,6,5,1,44.0,22,22.5,2,-1.0,-1.0,0,0
10,1,8.718622156990321,28.756933102056607,1,4.0,2013,1.1684443851427195,4,0,3,4,0,41.66311122971456,20,28.30639978651379,0,18.326222459429122,0.0,1,1
1,1,48.58331170953107,41.535388607471184,1,5.616152848132204,2000,1.3838471518677964,2,1,3,5,0,40.3838471518678,24,25.051454652112206,0,10.0,0.0,0,1
10,0,11.3,31.0,1,5.0,2006,-1.0,3,3,2,4,0,48.0,10,14.6,0,-1.0,-1.0,0,0
10,0,52.0,36.2,1,6.0,2018,-1.0,6,3,3,4,0,44.0,25,24.2,0,-1.0,-1.0,0,0
3,1,6.76666666666667,38.0,1,5.0,2021,-1.0,6,5,6,5,1,37.0,30,17.7,0,-1.0,-1.0,0,0
10,0,12.0477292631226,32.554426570624116,1,5.0,2015,1.6407492520837543,4,0,6,4,1,41.796253739581225,17,25.457377617706857,0,32.0,0.0,1,1
1,0,83.0,26.0,1,5.0,2009,-1.0,4,3,1,4,0,47.0,18,25.9,0,-1.0,-1.0,0,0
10,1,50.1,43.0,1,8.0,2016,-1.0,5,0,4,5,1,45.0,20,27.7,1,-1.0,-1.0,0,0
11,0,75.3333333333333,25.7,1,6.0,2020,-1.0,6,3,2,4,0,46.0,20,25.9,0,-1.0,-1.0,0,0
1,1,88.0333333333333,24.6,1,4.0,2019,-1.0,6,3,2,4,0,40.0,20,17.7,0,-1.0,-1.0,0,0
9,0,37.1,49.7,1,5.0,2016,-1.0,5,1,6,5,1,45.0,15,24.2,0,-1.0,-1.0,0,0
3,0,10.9333333333333,49.3,1,5.0,2014,-1.0,4,6,6,5,1,48.0,12,25.9,2,-1.0,-1.0,0,0
5,0,120.14865484408256,36.96487362479277,1,5.577310886603811,2011,1.5773108866038106,3,1,3,5,0,45.88655443301905,28,29.22168080822628,0,21.85546127849145,0.0,0,1
12,0,81.48650545941092,47.12794134998813,1,5.451696819231683,2006,1.4516968192316826,3,0,3,4,0,44.83812226537822,20,37.17205865001188,0,21.35509045769505,0.0,0,1
3,0,9.46666666666667,50.0,1,5.0,2011,-1.0,4,1,6,5,1,38.0,21,37.3,0,-1.0,-1.0,0,0
7,0,10.072093612135799,38.90303494834962,1,5.0,2020,1.1027924044926656,5,1,4,5,1,36.61675442695599,14,35.3,0,92.58883038202934,0.10279240449266569,1,1
6,1,19.0666666666667,18.1,0,4.0,2020,-1.0,6,2,1,4,0,40.0,10,19.2,0,-1.0,-1.0,1,0
3,0,58.71836752481614,20.325846658723897,1,5.0,2005,1.0,4,1,6,4,0,36.256022374711634,12,46.48121724342825,0,2800.798674523054,0.0,0,1
10,0,106.366666666667,48.0,1,6.0,2008,-1.0,3,0,3,5,0,46.0,8,31.3,0,-1.0,-1.0,0,0
10,0,12.059034022105728,22.478397278800596,1,5.0,2013,1.021602721199404,4,0,3,4,0,42.97839727880059,20,27.86418068111547,0,7.151219048395829,1.0,1,1
3,0,8.818457341414614,38.54953174626338,1,5.316922477344945,2016,1.3169224773449448,5,2,2,4,1,46.36615504531011,18,30.0704604592209,0,99.02770549841121,0.0,1,1
7,1,39.1,50.2,1,5.0,2014,-1.0,4,1,6,5,1,40.0,15,35.3,0,-1.0,-1.0,0,0
10,0,9.5,25.7,1,5.0,2016,-1.0,5,3,2,4,0,43.0,20,22.5,2,-1.0,-1.0,0,0
5,1,74.9333333333333,31.2,1,5.0,2015,-1.0,5,1,3,5,0,41.0,30,25.9,2,-1.0,-1.0,0,0
10,1,71.4666666666667,36.3,1,7.0,2020,-1.0,6,0,4,4,1,45.0,20,20.8,0,-1.0,-1.0,0,0
5,1,9.03333333333333,22.2,1,4.0,2018,-1.0,6,0,2,4,0,40.0,22,27.7,2,-1.0,-1.0,1,0
9,0,11.4333333333333,50.3,1,5.0,2019,-1.0,6,5,9,5,2,45.0,20,20.8,0,-1.0,-1.0,1,0
8,0,16.8333333333333,44.0,1,5.0,2004,-1.0,3,1,3,6,0,47.0,5,20.8,0,-1.0,-1.0,0,0
10,0,8.7,28.2,1,5.0,2020,-1.0,6,3,4,4,1,40.0,15,25.9,0,-1.0,-1.0,1,0
5,1,11.2333333333333,28.0,1,4.0,2014,-1.0,4,0,3,4,0,42.0,11,33.3,0,-1.0,-1.0,0,0
10,1,16.2,23.7,1,5.0,2016,-1.0,5,0,4,4,1,49.0,20,35.3,0,-1.0,-1.0,1,0
10,0,16.1,29.2,1,5.0,2018,-1.0,6,3,2,4,0,45.0,30,17.7,1,-1.0,-1.0,0,0
3,1,10.0666666666667,34.0,1,5.0,2015,-1.0,5,1,6,5,1,42.0,20,35.3,2,-1.0,-1.0,0,0
10,1,18.1333333333333,30.8,1,5.0,2014,-1.0,4,0,3,4,0,41.0,15,33.3,2,-1.0,-1.0,0,0
10,0,59.6666666666667,36.0,1,6.0,2011,-1.0,4,0,2,4,0,40.0,19,27.7,0,-1.0,-1.0,0,0
10,1,11.8,28.6,1,7.0,2021,-1.0,6,0,4,4,1,40.0,26,27.7,0,-1.0,-1.0,1,0
2,1,11.6666666666667,35.6,1,5.0,2016,-1.0,5,0,3,4,0,41.0,10,31.3,2,-1.0,-1.0,1,0
3,1,26.9666666666667,53.4,1,6.0,2020,-1.0,6,1,7,5,2,45.0,16,14.6,0,-1.0,-1.0,0,0
9,1,10.510574827155514,32.70857200460263,1,5.0,2021,1.0,6,0,4,4,0,43.622851958576334,18,23.891990725897664,0,66.03999596778159,0.0,0,1
11,1,8.23333333333333,19.0,0,5.0,2021,-1.0,6,2,1,4,0,40.0,20,14.6,0,-1.0,-1.0,1,0
10,0,96.0333333333333,23.1,1,5.0,2017,-1.0,5,3,2,4,0,40.0,24,24.2,0,-1.0,-1.0,0,0
5,0,52.2446649672344,41.16778252568237,1,5.563438927348459,2009,2.0,4,0,3,4,0,43.23873287181849,15,31.3,0,8.253755709393836,0.0,0,1
10,0,14.1333333333333,32.0,1,5.0,2018,-1.0,6,0,3,4,0,45.0,16,17.7,2,-1.0,-1.0,1,0
11,0,21.47147294341413,43.806401297202505,1,5.77215758245689,2005,1.0,3,0,2,4,0,45.45568483508622,17,24.559399889461314,0,2539.450745680049,0.77215758245689,0,1
10,1,56.5333333333333,25.0,1,5.0,2010,-1.0,4,3,2,4,0,39.0,11,31.3,0,-1.0,-1.0,0,0
10,0,51.1666666666667,37.0,1,6.0,2017,-1.0,5,0,3,4,0,40.0,15,20.8,0,-1.0,-1.0,0,0
12,0,54.08935050347435,37.77428575948682,1,5.0,2016,1.3284415563869627,5,0,3,4,0,48.058701323356445,15,32.61376622554785,0,318.55974007482666,0.3284415563869627,0,1
7,0,9.562152555308373,32.94914228725182,1,4.201655811775671,2015,1.0,4,1,6,5,1,43.0,0,31.3,0,144.58013025869195,0.0,0,1
3,0,10.942726959803935,34.219990860608284,1,4.336840501861103,2018,1.0,6,1,6,5,1,49.01052150558331,15,17.7,0,8.652637992555587,0.0,1,1
10,1,49.2,40.0,1,7.0,2003,-1.0,3,0,3,4,0,47.0,15,27.7,0,-1.0,-1.0,0,0
6,1,21.8666666666667,17.3,0,4.0,2018,-1.0,6,2,1,4,0,40.0,15,17.7,2,-1.0,-1.0,0,0
10,0,59.6333333333333,35.0,1,5.0,2010,-1.0,4,0,2,4,0,42.0,18,27.7,0,-1.0,-1.0,0,0
10,0,8.954887916247184,29.29219947830863,1,5.0,2014,1.5865835507047386,4,0,3,4,0,40.9329177535237,22,29.067551173805587,0,36.0,0.0,1,1
3,0,60.5333333333333,55.3,1,5.0,2016,-1.0,5,1,8,5,1,43.0,20,14.6,0,-1.0,-1.0,0,0
11,1,11.9666666666667,21.0,1,4.0,2019,-1.0,6,2,2,4,0,40.0,20,20.8,0,-1.0,-1.0,1,0
2,1,11.6666666666667,21.0,1,6.0,2012,-1.0,4,3,2,3,0,40.0,20,27.7,0,-1.0,-1.0,0,0
10,0,8.892646149424753,34.33525750000122,1,5.0,2014,1.1257732758616483,5,0,6,4,1,40.0,17,30.407009741382296,0,30.251546551723298,0.0,1,1
2,0,21.0,28.6,1,5.0,2016,-1.0,5,0,2,4,0,48.0,18,20.8,0,-1.0,-1.0,0,0
3,0,41.6,59.8,1,7.0,2019,-1.0,6,5,7,5,2,48.0,20,17.7,0,-1.0,-1.0,0,0
10,0,17.2666666666667,28.1,1,5.0,2020,-1.0,6,3,4,4,1,45.0,14,22.5,0,-1.0,-1.0,0,0
13,1,50.2,44.2,1,6.0,2013,-1.0,4,1,6,4,1,45.0,12,22.5,0,-1.0,-1.0,0,0
5,1,61.2,42.3,1,6.0,2015,-1.0,5,1,6,5,1,42.0,15,27.7,2,-1.0,-1.0,0,0
1,1,35.49293841549022,28.22042794071755,1,5.745775420102507,2009,1.2542245798974934,4,0,3,4,0,43.728877100512534,18,32.316898319589974,0,715.3447144662306,1.0,0,1
12,1,8.86666666666667,26.2,1,5.0,2020,-1.0,6,0,4,4,1,40.0,18,17.7,0,-1.0,-1.0,0,0
12,1,9.1,35.0,1,5.0,2005,-1.0,3,0,3,4,0,40.0,17,33.3,0,-1.0,-1.0,0,0
3,0,12.6666666666667,38.5,1,5.0,2018,-1.0,6,1,7,5,2,45.0,18,20.5,0,-1.0,-1.0,1,0
10,1,7.83333333333333,18.3,0,5.0,2003,-1.0,3,3,2,4,0,50.0,4,35.3,0,-1.0,-1.0,0,0
2,0,12.8666666666667,29.3,1,5.0,2019,-1.0,6,3,2,4,0,46.0,18,24.2,0,-1.0,-1.0,1,0
2,0,17.1666666666667,28.0,1,5.0,2009,-1.0,4,3,2,4,0,43.0,26,19.2,0,-1.0,-1.0,0,0
1,0,79.8,19.0,0,6.0,2012,-1.0,4,3,2,4,0,45.0,16,24.2,0,-1.0,-1.0,1,0
11,1,8.966149387503192,25.728686663756474,1,5.0,2015,1.0,4,0,3,4,0,38.860658123389136,20,23.395084448324702,0,3.6885264987113087,1.0,0,1
7,0,11.311118921553362,42.76997648186671,1,5.340380092666675,2015,1.340380092666675,6,1,4,5,1,39.06342083400008,0,33.9384796293333,0,89.93657916599993,0.0,1,1
10,0,7.394277147296798,23.593474120988112,1,5.0,2013,2.0,4,0,3,4,0,44.165662883780804,20,29.81365402775529,0,19.77510102341548,1.0,1,1
7,1,12.688515520182678,44.83408665848701,1,5.737324357401349,2021,1.7373243574013482,6,0,4,4,1,42.63591921661214,10,32.35070257039461,0,86.36408078338786,0.0,0,1
10,0,73.8,34.5,1,6.0,2021,-1.0,6,3,2,4,0,43.0,20,15.9,0,-1.0,-1.0,0,0
8,0,117.2,39.0,1,5.0,2010,-1.0,4,1,3,4,0,41.0,16,37.3,0,-1.0,-1.0,0,0
9,0,9.837865981178176,24.850212577107264,1,5.0,2018,1.0,6,3,2,4,0,39.98690695242658,15,24.566383230523645,0,4.589525561941266,1.0,0,1
10,1,11.2,27.8,1,6.0,2016,-1.0,5,3,2,4,0,40.0,16,24.2,2,-1.0,-1.0,1,0
12,0,9.16666666666667,37.7,1,5.0,2021,-1.0,6,1,7,4,2,40.0,30,24.2,0,-1.0,-1.0,1,0
10,0,8.868084829991062,34.94442308943218,1,6.0,2012,1.5493803432702422,6,0,4,4,1,47.09876068654049,14,31.12470939114616,0,52.296282059621454,0.4506196567297579,1,1
10,0,45.2666666666667,30.3,1,5.0,2015,-1.0,5,1,3,4,0,40.0,15,22.5,0,-1.0,-1.0,0,0
10,1,8.95119694187123,34.24165876322611,1,6.494439175484075,2012,1.0,4,0,3,4,0,45.23053711419426,18,23.454194328708606,0,58.9777567019363,0.25278041225796233,1,1
8,0,13.6333333333333,42.8,1,5.0,2019,-1.0,6,1,6,5,1,40.0,14,14.6,0,-1.0,-1.0,1,0
5,0,10.46175635878855,32.57307178783999,1,5.356732053040002,2019,1.6432679469599982,6,0,3,4,0,42.35673205304,14,18.805869364424005,0,53.93555509831997,0.35673205304000166,0,1
12,1,12.7333333333333,40.7,1,5.0,2011,-1.0,4,1,3,4,0,45.0,15,22.5,0,-1.0,-1.0,0,0
10,0,9.562487444700597,42.187813882485095,1,5.968697686252484,2004,1.0313023137475161,4,1,6,4,1,42.187813882485095,20,27.590441901883693,0,32.15651156873758,0.0,0,1
10,0,13.0333333333333,33.7,1,5.0,2021,-1.0,6,0,4,4,1,42.0,26,24.2,1,-1.0,-1.0,0,0
12,0,82.27545306641039,35.650650032844865,1,5.0,2009,1.0,3,0,3,4,0,46.0,23,29.693131535688487,0,16.23176175598821,0.5536476488023578,0,1
3,0,10.646213689918696,38.969137963717046,1,4.312271786048796,2021,1.0,6,0,4,4,1,41.24908714419519,30,19.699634857678074,0,20.624543572097593,0.0,1,1
10,0,35.9,41.0,1,6.0,2004,-1.0,3,0,3,5,0,41.0,16,14.6,0,-1.0,-1.0,0,0
10,1,68.1,28.0,1,6.0,2019,-1.0,6,0,3,4,0,45.0,24,14.6,0,-1.0,-1.0,0,0
10,1,20.5333333333333,26.0,1,5.0,2016,-1.0,5,0,4,4,1,45.0,25,14.6,0,-1.0,-1.0,0,0
3,0,8.554226544783358,24.528547183242758,1,5.666971516990907,2016,1.6669715169909072,5,1,6,4,1,43.665142415045466,14,30.700548730583634,0,97.9963417961091,0.6669715169909073,1,1
9,1,9.666744793036498,32.56554996492144,1,5.0,2021,1.0,6,0,3,4,0,44.91005031570704,18,26.19464556476481,0,67.04115024554991,0.0,0,1
8,0,8.0,39.1,1,5.0,2020,-1.0,6,1,7,5,3,45.0,12,17.7,0,-1.0,-1.0,1,0
3,0,9.614387602253897,38.507805177103336,1,5.0,2017,1.0,5,0,4,4,1,46.539025885516665,8,28.253168937380003,0,21.231709809194438,0.0,1,1
10,1,154.466666666667,37.0,1,8.0,2014,-1.0,4,3,2,4,0,45.0,14,33.3,2,-1.0,-1.0,0,0
11,0,8.73333333333333,23.7,1,4.0,2016,-1.0,5,0,4,4,1,40.0,12,17.7,2,-1.0,-1.0,0,0
10,1,8.26666666666667,16.7,0,4.0,2018,-1.0,6,3,2,4,0,45.0,24,33.3,2,-1.0,-1.0,1,0
5,0,8.13333333333333,26.0,1,5.0,2008,-1.0,3,0,3,4,0,44.0,27,29.5,0,-1.0,-1.0,0,0
10,1,8.96666666666667,22.1,1,5.0,2017,-1.0,5,3,2,4,0,40.0,17,24.2,0,-1.0,-1.0,1,0
2,1,19.6333333333333,25.0,1,5.0,2016,-1.0,5,0,4,4,1,38.0,10,22.5,0,-1.0,-1.0,0,0
9,1,23.14511322824616,29.19302585126901,1,5.8847179787527155,2009,1.1152820212472845,4,0,3,4,0,44.42358989376358,10,31.76112808498914,0,778.0078084174747,1.0,0,1
12,1,8.0,38.6,1,5.0,2020,-1.0,6,1,7,4,2,46.0,22,22.5,0,-1.0,-1.0,1,0
6,1,40.3,15.9,0,4.0,2020,-1.0,6,2,1,4,0,40.0,18,20.8,0,-1.0,-1.0,0,0
5,1,6.03333333333333,20.2,1,4.0,2019,-1.0,6,3,3,4,0,40.0,10,24.2,0,-1.0,-1.0,1,0
9,0,11.467063985192912,33.88370966966075,1,5.0,2021,1.8837096696607527,6,0,4,4,1,41.88370966966075,14,17.87443549550887,0,60.46516132135699,0.0,0,1
3,1,9.375449256183966,35.70339787995511,1,4.584092633853059,2019,1.5840926338530592,6,0,4,4,1,40.0,16,18.32386104922041,0,24.672741070824472,0.5840926338530592,1,1
9,0,13.833341989045138,35.43380051225477,1,5.0,2015,2.0,5,0,6,5,1,37.16900256127386,15,31.3,0,13.698598463235685,0.0,1,1
10,1,12.275121406653689,25.6507464548036,1,5.0,2013,2.0,4,3,2,4,0,42.0,20,17.414926324551722,0,12.0,0.388059494662669,0,1
3,0,32.6,42.0,1,5.0,2001,-1.0,2,0,3,4,0,36.0,11,37.3,0,-1.0,-1.0,0,0
11,1,29.0,23.3,1,7.0,2021,-1.0,6,3,2,4,0,47.0,22,19.2,1,-1.0,-1.0,0,0
6,1,39.5,18.0,0,5.0,2004,-1.0,3,3,1,4,0,50.0,28,31.3,0,-1.0,-1.0,0,0
10,1,11.477493315632676,28.068375531878317,1,5.0341877659391585,2016,1.0,4,0,3,4,0,51.76068563842589,14,31.3,0,25.794873404365052,0.0,1,1
5,1,67.6333333333333,35.0,1,8.0,2011,-1.0,4,0,2,4,0,44.0,19,20.8,0,-1.0,-1.0,0,0
9,0,9.66666666666667,42.5,1,6.0,2007,-1.0,3,1,6,4,1,46.0,4,22.5,0,-1.0,-1.0,0,0
9,1,10.5333333333333,30.6,1,5.0,2013,-1.0,4,0,3,4,0,38.0,6,29.5,2,-1.0,-1.0,0,0
10,1,67.3666666666667,32.5,1,7.0,2016,-1.0,5,0,3,4,0,42.0,25,25.9,0,-1.0,-1.0,0,0
10,0,25.9,25.3,1,5.0,2018,-1.0,6,3,2,4,0,40.0,12,22.5,0,-1.0,-1.0,1,0
9,1,11.607698197613555,26.011693093015143,1,4.852821821691902,2016,1.8528218216919012,5,1,3,4,0,39.03024724815669,15,26.68447056967412,0,234.79232732537852,0.0,0,1
10,0,115.366666666667,46.0,1,8.0,2014,-1.0,4,1,6,4,1,45.0,15,31.3,0,-1.0,-1.0,0,0
9,1,8.168187176537998,28.089109443856934,1,4.357118543980267,2016,1.0,5,0,3,4,0,44.82144072800987,15,23.7462279878372,0,221.82144072800986,0.17855927199013355,0,1
